0.023	-0.236335	0.142365
0.0231667	-0.232603	0.113195
0.0233333	-0.228783	0.0892133
0.0235	-0.225453	0.0747693
0.0236667	-0.223292	0.0736329
0.0238333	-0.222613	0.0877719
0.024	-0.22322	0.115989
0.0241667	-0.224647	0.153278
0.0243333	-0.226723	0.192281
0.0245	-0.229337	0.225909
0.0246667	-0.231799	0.248903
0.0248333	-0.233437	0.258511
0.025	-0.234232	0.254686
0.0251667	-0.234398	0.239031
0.0253333	-0.233914	0.213993
0.0255	-0.232531	0.182744
0.0256667	-0.230052	0.148288
0.0258333	-0.226781	0.113249
0.026	-0.223602	0.0802707
0.0261667	-0.221147	0.0513374
0.0263333	-0.219379	0.0282906
0.0265	-0.21812	0.0140633
0.0266667	-0.217221	0.0121139
0.0268333	-0.21676	0.0254762
0.027	-0.217028	0.0545101
0.0271667	-0.217955	0.0945224
0.0273333	-0.219152	0.137509
0.0275	-0.220113	0.175641
0.0276667	-0.220447	0.203189
0.0278333	-0.220076	0.217281
0.028	-0.218989	0.217591
0.0281667	-0.217125	0.205496
0.0283333	-0.214515	0.183677
0.0285	-0.211445	0.155554
0.0286667	-0.208346	0.124398
0.0288333	-0.205447	0.0929348
0.029	-0.202724	0.0630547
0.0291667	-0.200107	0.0363756
0.0293333	-0.197841	0.0156637
0.0295	-0.196503	0.00436491
0.0296667	-0.196169	0.00551403
0.0298333	-0.196321	0.0216938
0.03	-0.196754	0.0532797
0.0301667	-0.197547	0.0963574
0.0303333	-0.198686	0.143792
0.0305	-0.20018	0.18793
0.0306667	-0.202157	0.222535
0.0308333	-0.204708	0.243558
0.031	-0.207428	0.249273
0.0311667	-0.20962	0.240409
0.0313333	-0.211042	0.2198
0.0315	-0.211695	0.19098
0.0316667	-0.211355	0.157364
0.0318333	-0.210027	0.122534
0.032	-0.208397	0.0901876
0.0321667	-0.206975	0.0637129
0.0323333	-0.205512	0.0459923
0.0325	-0.203963	0.0401081
0.0326667	-0.202747	0.0491027
0.0328333	-0.202185	0.0733455
0.033	-0.202492	0.10906
0.0331667	-0.203675	0.149662
0.0333333	-0.205165	0.187837
0.0335	-0.206004	0.217326
0.0336667	-0.205726	0.23404
0.0338333	-0.204686	0.236573
0.034	-0.203346	0.22607
0.0341667	-0.201921	0.205176
0.0343333	-0.200452	0.176986
0.0345	-0.198705	0.144567
0.0346667	-0.196607	0.110779
0.0348333	-0.194569	0.0781576
0.035	-0.19296	0.0486975
0.0351667	-0.191842	0.0240233
0.0353333	-0.191146	0.00593267
0.0355	-0.190722	-0.00327116
0.0356667	-0.190524	-0.000692163
0.0358333	-0.190746	0.0160697
0.036	-0.191469	0.0463294
0.0361667	-0.192628	0.084929
0.0363333	-0.194205	0.124275
0.0365	-0.195864	0.1575
0.0366667	-0.196889	0.179945
0.0368333	-0.196863	0.18958
0.037	-0.195924	0.186916
0.0371667	-0.194403	0.173986
0.0373333	-0.192452	0.153317
0.0375	-0.190212	0.127727
0.0376667	-0.18794	0.100014
0.0378333	-0.185642	0.07216
0.038	-0.183345	0.0456872
0.0381667	-0.181466	0.0231645
0.0383333	-0.180087	0.00833676
0.0385	-0.179016	0.00455024
0.0386667	-0.178498	0.0135543
0.0388333	-0.178818	0.0348489
0.039	-0.17995	0.0649195
0.0391667	-0.181695	0.0978657
0.0393333	-0.183749	0.127662
0.0395	-0.185738	0.149717
0.0396667	-0.187035	0.161437
0.0398333	-0.186895	0.1625
0.04	-0.185159	0.15432
0.0401667	-0.182452	0.138994
0.0403333	-0.179605	0.118711
0.0405	-0.177226	0.0957257
0.0406667	-0.175444	0.0721002
0.0408333	-0.173923	0.0494471
0.041	-0.172613	0.029403
0.0411667	-0.171874	0.0142601
0.0413333	-0.171763	0.00708055
0.0415	-0.172181	0.0112539
0.0416667	-0.173491	0.0294575
0.0418333	-0.175907	0.0620486
0.042	-0.178757	0.10598
0.0421667	-0.181254	0.155714
0.0423333	-0.183242	0.205051
0.0425	-0.184739	0.248056
0.0426667	-0.185446	0.279906
0.0428333	-0.18492	0.297746
0.043	-0.182966	0.30067
0.0431667	-0.179966	0.289553
0.0433333	-0.176559	0.266745
0.0435	-0.173037	0.235586
0.0436667	-0.169473	0.199793
0.0438333	-0.166057	0.162321
0.044	-0.162834	0.125109
0.0441667	-0.159564	0.0899694
0.0443333	-0.156299	0.0587662
0.0445	-0.153424	0.0328212
0.0446667	-0.15101	0.0134294
0.0448333	-0.148822	0.00279508
0.045	-0.146846	0.00365068
0.0451667	-0.145463	0.0183149
0.0453333	-0.145069	0.0466078
0.0455	-0.145604	0.0838133
0.0456667	-0.146619	0.122342
0.0458333	-0.147706	0.155144
0.046	-0.148618	0.177421
0.0461667	-0.149019	0.187065
0.0463333	-0.148588	0.184455
0.0465	-0.147346	0.171617
0.0466667	-0.145598	0.151406
0.0468333	-0.143776	0.126692
0.047	-0.142151	0.0997706
0.0471667	-0.140642	0.0728303
0.0473333	-0.139132	0.0480234
0.0475	-0.137602	0.0276929
0.0476667	-0.136047	0.014514
0.0478333	-0.134632	0.0104429
0.048	-0.133844	0.0178595
0.0481667	-0.134212	0.039445
0.0483333	-0.135802	0.0742728
0.0485	-0.138238	0.116904
0.0486667	-0.140934	0.159821
0.0488333	-0.143048	0.19579
0.049	-0.143913	0.219849
0.0491667	-0.143547	0.229869
0.0493333	-0.14228	0.226213
0.0495	-0.140334	0.211446
0.0496667	-0.137962	0.189132
0.0498333	-0.135513	0.1624
0.05	-0.133354	0.133552
0.0501667	-0.131687	0.104459
0.0503333	-0.130502	0.0770723
0.0505	-0.129794	0.0533241
0.0506667	-0.129234	0.035116
0.0508333	-0.128618	0.0253066
0.051	-0.128574	0.0275796
0.0511667	-0.129218	0.0446198
0.0513333	-0.12986	0.0760679
0.0515	-0.130522	0.11768
0.0516667	-0.132094	0.162983
0.0518333	-0.135178	0.205555
0.052	-0.139277	0.239921
0.0521667	-0.143435	0.262146
0.0523333	-0.147284	0.270448
0.0525	-0.150804	0.264944
0.0526667	-0.153707	0.247479
0.0528333	-0.155754	0.221289
0.053	-0.157083	0.189585
0.0531667	-0.157672	0.155182
0.0533333	-0.157537	0.121009
0.0535	-0.157194	0.0894456
0.0536667	-0.156598	0.0617491
0.0538333	-0.155133	0.038702
0.054	-0.153125	0.0209107
0.0541667	-0.151439	0.00845867
0.0543333	-0.150021	0.00114806
0.0545	-0.148411	-0.000414897
0.0546667	-0.147082	0.00614838
0.0548333	-0.146789	0.0235859
0.055	-0.147386	0.0520694
0.0551667	-0.148719	0.0881372
0.0553333	-0.151264	0.125982
0.0555	-0.15497	0.159388
0.0556667	-0.158926	0.183415
0.0558333	-0.162199	0.195588
0.056	-0.164297	0.195816
0.0561667	-0.165175	0.185465
0.0563333	-0.164996	0.166632
0.0565	-0.163872	0.141793
0.0566667	-0.161785	0.113713
0.0568333	-0.158948	0.084806
0.057	-0.156029	0.0568807
0.0571667	-0.153605	0.0322332
0.0573333	-0.151626	0.0138249
0.0575	-0.149747	0.00443919
0.0576667	-0.148121	0.0069073
0.0578333	-0.147382	0.023582
0.058	-0.147865	0.0538259
0.0581667	-0.149394	0.0930144
0.0583333	-0.151661	0.134521
0.0585	-0.154415	0.172048
0.0586667	-0.157101	0.200545
0.0588333	-0.158577	0.216794
0.059	-0.158093	0.219986
0.0591667	-0.156108	0.211047
0.0593333	-0.153425	0.191903
0.0595	-0.150405	0.165485
0.0596667	-0.147222	0.135066
0.0598333	-0.143987	0.103298
0.06	-0.14082	0.0721754
0.0601667	-0.137921	0.0431823
0.0603333	-0.135119	0.0173753
0.0605	-0.132157	-0.00381286
0.0606667	-0.129368	-0.0183082
0.0608333	-0.127128	-0.0240251
0.061	-0.125518	-0.018842
0.0611667	-0.124711	-0.00104211
0.0613333	-0.124778	0.0285429
0.0615	-0.12548	0.0654665
0.0616667	-0.126441	0.103432
0.0618333	-0.127098	0.136533
0.062	-0.126932	0.160405
0.0621667	-0.125938	0.172776
0.0623333	-0.124568	0.173565
0.0625	-0.123335	0.164407
0.0626667	-0.122222	0.147741
0.0628333	-0.120693	0.125933
0.063	-0.118585	0.100985
0.0631667	-0.116257	0.0747163
0.0633333	-0.114011	0.049165
0.0635	-0.111748	0.0270397
0.0636667	-0.109483	0.0112116
0.0638333	-0.107846	0.00407663
0.064	-0.107118	0.00823178
0.0641667	-0.106939	0.0257104
0.0643333	-0.107341	0.0555144
0.0645	-0.108739	0.0933597
0.0646667	-0.111154	0.133144
0.0648333	-0.114021	0.168482
0.065	-0.116586	0.194464
0.0651667	-0.118365	0.208633
0.0653333	-0.119289	0.210612
0.0655	-0.119265	0.201417
0.0656667	-0.117906	0.18309
0.0658333	-0.115169	0.158211
0.066	-0.111547	0.12946
0.0661667	-0.107673	0.0995624
0.0663333	-0.104164	0.0706195
0.0665	-0.1012	0.0437499
0.0666667	-0.0986351	0.0203009
0.0668333	-0.0966111	0.00240022
0.067	-0.0953542	-0.00756861
0.0671667	-0.0950762	-0.00685106
0.0673333	-0.0960613	0.0070238
0.0675	-0.0982063	0.0343998
0.0676667	-0.101229	0.0724209
0.0678333	-0.104885	0.11541
0.068	-0.108426	0.15658
0.0681667	-0.110917	0.19017
0.0683333	-0.112031	0.212413
0.0685	-0.111916	0.221473
0.0686667	-0.110592	0.217533
0.0688333	-0.108152	0.20265
0.069	-0.105316	0.179773
0.0691667	-0.102673	0.151691
0.0693333	-0.0999988	0.120858
0.0695	-0.0972684	0.0896544
0.0696667	-0.0951808	0.0599589
0.0698333	-0.0941696	0.0331933
0.07	-0.0937399	0.0107633
0.0701667	-0.0931231	-0.00648387
0.0703333	-0.0922337	-0.0181759
0.0705	-0.0915719	-0.0230863
0.0706667	-0.0915442	-0.0186811
0.0708333	-0.0921707	-0.00258803
0.071	-0.0933012	0.0251317
0.0711667	-0.0949093	0.060888
0.0713333	-0.0968537	0.0985887
0.0715	-0.0988394	0.13194
0.0716667	-0.100729	0.156531
0.0718333	-0.102165	0.170441
0.072	-0.102559	0.173361
0.0721667	-0.101989	0.166063
0.0723333	-0.100999	0.150495
0.0725	-0.0997527	0.129077
0.0726667	-0.0983069	0.103998
0.0728333	-0.0968126	0.0773908
0.073	-0.0952234	0.0512668
0.0731667	-0.09356	0.0274838
0.0733333	-0.0924301	0.00792775
0.0735	-0.0924134	-0.00552634
0.0736667	-0.093026	-0.010303
0.0738333	-0.0937296	-0.00298999
0.074	-0.0947598	0.0186349
0.0741667	-0.0961189	0.0535846
0.0743333	-0.0976227	0.0977961
0.0745	-0.0996317	0.145468
0.0746667	-0.102539	0.190286
0.0748333	-0.106229	0.226762
0.075	-0.110525	0.251139
0.0751667	-0.115187	0.2614
0.0753333	-0.119398	0.25724
0.0755	-0.122271	0.240277
0.0756667	-0.123686	0.213614
0.0758333	-0.124151	0.180673
0.076	-0.124129	0.144365
0.0761667	-0.123576	0.107002
0.0763333	-0.122352	0.0705105
0.0765	-0.120773	0.0366329
0.0766667	-0.11911	0.00684048
0.0768333	-0.117454	-0.0171359
0.077	-0.116077	-0.0328516
0.0771667	-0.115154	-0.0387284
0.0773333	-0.114775	-0.0341276
0.0775	-0.115148	-0.0179676
0.0776667	-0.11617	0.00907548
